评论内容,毒性评论,普通评论,
给个正式编制吧，老百姓需要这样的警察叔叔,,1,
应该给他一个编制,,1,
感谢英雄们,,1,
四个人都该被表彰,,1,
这种险情确实配得上“活着”的一等功,,1,
当之无愧！,,1,
英雄，辅警之光,,1,
转正！ 这是人民英雄,,1,
刚刚查了一查，辅警转为正式警察有三个条件，第一个是立一等功，第二个是有大专以上的学历，第三是通过考试,,1,
警察的命也是命，至少给救援的警察配个救生衣吧,,1,
致敬#洪水中托举小女孩辅警获记个人一等奖#,,1,
他也是别人的宝贝儿子啊 泪目了！赶紧给他编制吧,,1,
一个正式编制配得上他,,1,
人民需要这种英雄！真心感谢这位警察叔叔！,,1,
转正吧，也是鼓励更多这样的一线辅警能够成为人民警察，这才是真正的人民心中的警察,,1,
他是个好警察!,,1,
辅警也是警,,1,
给英雄点赞,,1,
辅警很辛苦，可以考虑优秀的人待遇提升,,1,
评论全部是编制永恒的信徒，编制信仰！,,1,
英雄配得上一个正式编制,,1,
人民英雄！,,1,
太棒了，嘉奖,,1,
希望国家重视一下辅警,,1,
这么优秀这下有身份了,,1,
逢编必考，他可以有优势，但是无法转正,,1,
好人一生平安。,,1,
请提高辅警待遇 请给新闻上的这位英雄一个转正的机会,,1,
和平年代的真英雄,,1,
希望穿套上救护装备，这样太危险了，，，致敬～,,1,
希望好人好报！,,1,
可以给英雄大哥转正吗,,1,
致敬无名英雄！,,1,
看起来真的很危险，一个打滑可能就自己也跟着洪水冲走了。真的很难想象，这是多么好的人～,,1,
应得的 优秀！,,1,
转正吧！！,,1,
给人家个编制吧,,1,
考试能力不应该作为公务员的唯一评选标准，个人品德和服务大众的贡献力也应该破格录取，,,1,
值得一个编制,,1,
致敬人民英雄！！！,,1,
这样才是真警察，为人民办实事 心眼好,,1,
一等奖啥意思？不是一等功,,1,
赶紧转正吧。。辅警也不容易,,1,
解决下编制呀,,1,
能入编了吧这次,,1,
那么深的水真的需要勇气,,1,
支持转正，向你致敬！,,1,
赢得老百姓的认可，就是对他最好的考试,,1,
可以提拔为巡逻队长,,1,
我们可以没有能力做什么大贡献，但是我们一定要对孩子们报以善意，多对他们微笑，能帮忙一定帮忙，未来的社会什么样在他们手里。,,1,
嘘寒问暖不如打笔巨款,,1,
他应该转正！救人一命，胜造七级浮屠。对不对,,1,
为辅警点赞,,1,
支持转正！！太危险啦,,1,
呼吁让英雄破格转正,,1,
这水深也太可怕了，水流急还看不到脚下,,1,
23年最帅辅警,,1,
注意安全啊！！,,1,
说转正的什么成分，公务员逢进必考知不知道，根本不存在转正的，临时工就是临时工,,1,
这特么也是玩命了，一不小心大小全没了，值得转正。,,1,
给人转正吧,,1,
其他几个队员也参与营救了，一起表彰啊。,,1,
真正的英雄。,,1,
啊？这就一等奖了？凭啥,1,,
这个水深一个跌倒可能就有生命危险，真的的拿命救人。希望他年龄不大参加统一考试正式入警,,1,
请也别忘了没有出现在镜头前的英雄们！,,1,
一等奖能转正不,,1,
给人家转正吧,,1,
是一等奖不是一等功是错字还是说就是抗洪抢险救灾工作评奖励的一等奖,,1,
起码来个转正奖励吧,,1,
背影的那张看着好感动呀，无声的温暖。,,1,
希望他能转正,,1,
了不起真正的英雄,,1,
不是一等功而是一等奖总觉得哪里怪怪的,,1,
一起出任务没被拍到的英雄也要奖励,,1,
这很危险的，确实应该记功,,1,
转正才是最好的认可,,1,
奖金不要少,,1,
一等奖是啥,,1,
不能转正，立功就可以转正，万一有人为了立功而立功呢？支持考试加分,,1,
给人家转正,,1,
给他转个正不过分吧，真的是拿命救人,,1,
干活的都是辅警，记住了,,1,
虽然他值得一个编，但就是怕以后某些人暗箱操作给关系人转正,1,,
只要笔试入围他这种随便转正。,,1,
这么深的水我的天，水流看起来也很急真的是英雄！,,1,
好人一生平安,,1,
这才是需要上头条的正能量,,1,
值得！很正能量！,,1,
好人有好报,,1,
这个情景，真的危险，无愧英雄！,,1,
那些一直说转正的能不能了解一下考编制是什么啊？一码归一码,,1,
应该的！！！英雄！！！,,1,
转什么正啊，辅警转正还是辅警，辅警和警察是俩个职业，就像医生和护士。,,1,
平凡而伟大,,1,
社会这样的正能量多来点,,1,
拿命换来的,,1,
直接转正不妥、但是可以给个转正的机会,,1,
太好了太好了，表扬嘉奖，让英雄能享受到。,,1,
给他照相的人 也辛苦了,,1,
活着的一等功！！！,,1,
一等奖  看成一等功了,,1,
这几个队友都应该奖励,,1,
人民警察为人民，他做到了很多人做不到的,,1,
加工资就行,,1,
转正是得考试的，抓毒犯的辅警都一样的得考试,,1,
应该的，英雄,,1,
真正的人民警察,,1,
水到胸口好危险的,,1,
辅警也是警,,1,
遇见了英雄,,1,
万幸都没事,,1,
中彩票了这是 一等奖,,1,
中午看到辅警正能量的新闻了，平时有啥坏事都是辅警背锅,,1,
一等奖是一等功吗,,1,
如果这都可以转正，那全国就没有辅警了，可以奖励一千块钱,1,,
这个一等功，值得一个编制。水都到胸口了，看得泪目。了不起的英雄们！,,1,
请一定注意安全,,1,
一等奖，不是一等功,,1,
不懂就问 辅警能转正有编制吗,,1,
网友心情理解，但是逢进必靠，要不然以后别有用心之人利用这个漏洞就不好了,,1,
赶紧考试，赶紧变成真正的警察,,1,
其他救人的呢？也是个人一等功？,,1,
那另外三位呢？,,1,
好人一生平安,,1,
转正才是最好的奖赏,,1,
转正吧 真的 这种时候能这样做的很少 真的很帅,,1,
一等奖，不是一等功,,1,
单位的一等功，就自己单位承认,,1,
这真的是在拿命救人，致敬英雄,,1,
天呐 希望每个人都可以平平安安,,1,
给人家转正哦,,1,
转正比较难,,1,
值得一个正式编制！,,1,
逢进必考忘了？要是这样就能转正，以后就会有很多一等奖了,,1,
十年后，小女孩考上了北大。。。,,1,
如果立功了就可以不考试就转正，以后考试的人都没机会考试了信不信？？考试是平民百姓最公平的方式之一，但是立功了可以加分呐,,1,
转正是需要考试的 不然就这样转正的话 可操作性就太大了不过考试会比社会上的相对来说容易 （不是每个辅警都有机会考试的）,,1,
转正啊，真英雄！,,1,
天呐 这么深,,1,
应该的！给个编制再！,,1,
给个编制就好了,,1,
转正啊赶紧的,,1,
好人一生平安,,1,
看着危险啊,,1,
应该给人家转正,,1,
天啊  小女孩没事吧····哄水好可怕！！,,1,
积大功德了,,1,
转为正式更好,,1,
希望能转正。,,1,
你给咱们来个特等奖,,1,
我给拍照的记者一个三等奖！,,1,
时代的楷模,,1,
收到，很实用,,1,
不实用，以前游泳池里试过，一不小心就歪了进水。。。真的洪水里更不稳定,,1,
洪水来了可能没有用,,1,
洪水带来的冲击要保持这种平衡会很难的吧,,1,
为康家好男儿点一万个赞,,1,
刚刚刷到一个辅警30米高桥上跳下来勇救落水者，为辅警致敬?，值得转正！,,1,
好人一生平安,,1,
给考核机会转正，会是个好警察,,1,
你把人民举过肩头，人民把你放在心上。你把人民放在心上，人民把你举过肩头。,,1,
转正吧，这样的人不进警队岂不是一大损失,,1,
请给他转正了吧,,1,
不畏艰险！保护人民群众生命财产安全！致敬！,,1,
支持，转正,,1,
你把人民举过肩头，人民把你放在心上。你把人民放在心上，人民把你举过肩头。,,1,
规定不能被所谓民意绑架，这能开口子的话，那以后会大把的聪明人有走后门的操作空间。,,1,
这样转正的口子一开，可能会被利用，编制需要经过统一公平的考试，没问题,,1,
很公正啊，逢进必考，否则的话，救人可以直接入编那拾金不昧呢？那带病工作呢？就没有可以量化标准了，反而容易造成更多的不公平,,1,
有点用人朝前不用人朝后的感觉，激励措施不到位最后只会变相鼓励不要付出罢了,,1,
好一个公事公办,1,,
真可以这样，雇个人演一出，炒作下就行了。,1,,
一旦考上了，一个一等功可就厉害了！凭啥都有巨大优势。加油，进编！,,1,
冲在前面的都是辅警，辅警才像个真正的警察,,1,
慷他人之慨，为什么这些感动的网友不自己捐点钱改善下别人的生活？,1,,
考他试就意味着100%不可能转,,1,
转正倒也不必，毕竟全国辅警那么多人数呢，就是来点实际的，辅警工资低的，直接奖励个一两万应该的，如果是一线大城市两三万没问题吧,,1,
哈哈哈哈哈，本质尽显,1,,
编制当然是要通过考试的,,1,
不给加点分么？,,1,
不可以转正！警察都是专业大学毕业，不能比的。怎么可以辅警变警察？太搞笑了，愚蠢的人还是太多！,,1,
可以特招，也可以人才优秀引进，如果真心奖励总是有办法的。,,1,
转正也的讲规矩啊,,1,
认清自己的身份，哪能随便就吃上皇粮呢？,1,,
需考试，没毛病,,1,
辛苦了，很给力,,1,
这是正确的，该奖励请重奖！该考试请严格！要不然，有的是人钻空子！,,1,
哈哈哈~最近每天歌颂辅警~但对辅警待遇差距跟编制问题只字不提~,,1,
蠢人太多，还占据社交媒体天天乱发谬论，浪费资源。,,1,
编制都是有名额的,,1,
应该破格转正才是最好的奖励!,,1,
第三十八条　公安机关面向特别优秀警务辅助人员招录人民警察，市（州）、县（市、区）公安机关所属事业单位面向优秀警务辅助人员公开招聘工作人员，按照国家和省有关规定执行。---《四川省公安机关警务辅助人员管理办法》，这管理办法里面，也只是说按照相关规定执行啊，那相关规定到底是啥啊,,1,
这个世界总有些温暖的人和温暖的事,,1,
这样也能行得通，真不错！,1,,
入编吧！破格，人家用行动拼出来的，这样不让入编，关键时刻谁还愿意站出来，让人寒心呢！,,1,
让他参加考试，给加分呀,,1,
只要三代包括本身没问题，破格转正是民心所向,,1,
我觉得这样很好啊。,,1,
女的也得按规矩来啊,,1,
35岁之前都是有机会的，加油！,,1,
一天是辅警，一辈子是辅警。你要拿个一等功还可以考虑下，不然就老老实实当辅警吧，不要想着有的没的。,,1,
辅警获记一等奖不意味着能转正，转正是需要考试的。符合条件的辅警可参加面向辅警的定向招录事业编考试。据四川省2021年起施行的《四川省公安机关警务辅助人员管理办法》，公安机关面向特别优秀警务辅助人员招录人民警察。#官方回应洪流中托举女孩的辅警能否转正#//@穿过星星去看你:建议转正,,1,
在这种齐胸的洪水中托举救人，难度之大，实在了不起,,1,
一等奖与一等功是一样的吗?,,1,
我的天，水位都这么高了,,1,
普通人的善良,,1,
转正！转正！转正！,,1,
关键得看领导脸色,1,,
英雄值得！,,1,
那么有爱心的既然是辅警，建议转正,,1,
一等奖是什么奖？,,1,
就是我们老家，英雄！,,1,
人没事就好，一等奖有钱拿吗，得给钱呢,,1,
一等功吧，不是一等奖吧,,1,
危难之处显身手,,1,
逢进必考，应该的,,1,
地方规定里没有辅警转正这一说法。因为原则上辅警和民警是按照不同法管理的不同编制的岗位，是无法互通的。,,1,
特殊可以加分，但还是要考试才行,,1,
取消零时工即可,,1,
希望能破例为他转正,,1,
再多说一句，还是不能破例，该考试就考试。否则，口子一开，各种立功剧本就出来了！别不信啊。,,1,
现在都是考试，考不进去也没办法。当然有这种特殊荣誉，考试的时候可以想办法！,,1,
我来翻译一下：心里有没有人民不重要，考试能过才最重要,,1,
肯定转不了,,1,
考试少不了,,1,
如果立功就能转正的话，那关系户会更容易立功,,1,
有你们在我们才会安心,,1,
致敬台风里的逆行守护者,,1,
救援的警察同志们也注意安全呀,,1,
非常赞！但是我想说，台风带来的洪水内涝呀其实是有预警的，大家能不能让职能部门也稍微省点心，天气预报勤看看，家住低洼地区早点转移到高处，去亲戚朋友家躲躲。注意规划路线大雨天尽量不走隧道涵洞！希望所有人都平安，不止群众，也包括所有一线人员！,,1,
致敬最可爱的人,,1,
致敬英雄！,,1,
你们辛苦了！,,1,
致敬，辛苦了,,1,
就是，得把奖励落到实处，这么大的水，不是他，小女孩都有可能没命了,,1,
怎么说呢，就事论事，我也支持给编制。但是，这个口子只要开了，考不上编制的官二代们又该欢呼发现一条路取得编制的新路了，以后会冒出各种“见义勇为”，普通人又输在起跑线了。当然了，以后官二代们的“见义勇为”是不是真的，只能说三个字—“你懂的”,,1,
给编制最好,,1,
真的拿自己的命救啊～好人一生平安,,1,
不懂就问，辅警穿带特警字样的衣服吗？,,1,
给个编制吧,,1,
特警都有编制的吧,,1,
一条命换个编制绰绰有余吧,,1,
不好说，反正。,,1,
现在特警也有辅警了？,,1,
我觉得这个一等奖可以给他考试加分并延长年龄限制会更好～直接给编的话有点不太好～,,1,
天啊，这是哪啊,,1,
不存在的，就是一个暂时奖励，给五千块钱打发走了,,1,
这一等奖是啥奖啊？,,1,
冒着生命危险去救人，绝对是英雄行为！,,1,
值得称赞！,,1,
好大的洪水，这个行为真的很危险！,,1,
实至名归，向英雄致敬！,,1,
真的想不到辅警这么拼命，当时的民警去哪里了？,,1,
支持给辅警转正！,,1,
辅警真的太拼了，值得一个一等功。,,1,
辅警太棒了，绝对是英雄。,,1,
没有警察的权力，却有警察的责任,,1,
应该能转正了吧,,1,
给个正式编制,,1,
一等奖是什么意思？不是一等功吗,,1,
第一次听说公安系统有一等奖的，我还以为只有几等功,,1,
以前可能有转正的机会。现在不可能了。好事？坏事？不好说,,1,
舍生取义是人性最光辉的时刻！,,1,
直接转正肯定转不了，不过可以特设岗位考试,,1,
生死时刻！应勇无畏！,,1,
真的很危险呀！,,1,
民警坐镇指挥,,1,
一等功可以转正了啊,,1,
为啥不给转正,,1,
一等奖是什么啊,,1,
一等功就算了，关键是要转正！,,1,
没毛病！立功必须奖励！但奖励不等于可以违反现有制度,,1,
这口子一开，以后肯定很多“见义勇为”编制后门,1,,
如果见义勇为可以打破现有机制，那么一些投机分子可能会利用这种机制去谋求利益。评论区一些人只知道爽快，不知道危害,1,,
对，奖励但不能破坏制度。,,1,
还有前两天那个跳河救人的退役军人，也是辅警,,1,
劳务合同真惨，没有同工同酬，加班也是他们，别人犯错顶锅的也是他们，危险情况先冲的也是他们,,1,
现在没有“破格录用”这个词了吧，一切按照考试，只要考过就行，就像高考，考到状元就是状元，哪怕工作赚的钱没其他人多，也是状元。  问题来了：要有规章制度，但对于特殊情况，能否灵活运用，孔子都说过，因材施教啦！,,1,
我一直没搞明白，为啥发了奖领导要合影？谁能帮我解释一下,1,,
作为一个民警，我觉得至少要做到以下几点：一是政审要过关，二是素质要全面，三是政治觉悟要高，四是身体机能要达标等等，这应该是基本条件吧。,,1,
没任何问题，立功就奖励，奖励不能坏规矩。提拔也算奖励，但是只能在自己的系统内，不代表可以破格跨越系统。,,1,
是奖，不是功,,1,
以后都考辅警 过两年自编自导点事迹就转正,,1,
还有什么考试能比不顾个人生命在大灾大难面前冲上前去为人民的生命前行的这场考试更能考出作为一名人民警察的职业素养的呢,,1,
奖励而已，又不是功，一等功就另一个故事了,,1,
还得按规矩来,,1,
其实我觉得法不外乎人情，实践是检验真理的唯一标准，经过了社会与道德检验。破格转正亦情理之中。 不过，怎么现在教条主义那么严重重了，真的是世风日下，道德沦丧！也不怪大众，是这个社会以前形成了这种风气，弄虚作假，投机倒把！,,1,
柯南有一集讲一个摄影师拍到火灾事故得了大奖，然后故意纵火，这口子一开，会不会有人造“见义勇为”，人心难测。,,1,
现在网友觉得自己是神，好像绝大部分人很享受用所谓舆论给政府单位施压的感觉,1,,
想入编有品德有功劳是不行的，要考文化试，这么给你开先河了，要是立功就能入编，进而立功才能升迁，你让那些啥也没有又要往上走的人怎么办，要有大局意识,,1,
来，跟我读一遍“不拘一格降人才”,,1,
杜富国那么大的功劳也没有提干啊，制度就是制度，,,1,
评论至少证明了一件事，至少大部分人不适合当领导，掌权者,,1,
确实，不能开这个口子，破格上升的大部分最后都没落得什么美谈。。。,,1,
口子一开，全是正式,,1,
都转正了，你让辛苦考上公务员的人咋想，公平吗,,1,
说不能转正的家里是不是没人从事啊，转正咱得有钱有人，家里没人的根本转正不了,,1,
一码事归一码事！说转正就转正？看过烈日灼心吗？,,1,
想进入体制内哪那么容易,,1,
这能转正估计以后天天有人会不择手段地掉河里，来骗转正,,1,
还考试？托取女孩的行为已经是最好成绩了吧？,,1,
有机会转成事业编辅警吧,,1,
呸，考了些什么玩意儿,1,,
都归功于领导抓的好 给领导加工资也行,1,,
一旦破例，演员就多了,,1,
可以给钱或者别的荣誉，转正不行，这玩意没有界定标准，不然以后关系户都走后门了,,1,
应该搞成积分制,,1,
可以优先给与考试机会，或者考试给与适当加分，能不能考过，还得看自己！,,1,
如果可以破格，那么道德表演艺术家会层出不穷。,,1,
加分啊。这个要加分。。,,1,
在编的不一定好好干，不在编不一定不好好干。,,1,
辅警转正不容易吧？,,1,
优秀不是考试考出来的，而是在生死关头考出来的！应该打破常规给这位辅警转正。,,1,
他没有关系，关系户太多，所以坚决不能坏了规矩,,1,
有编制的是不是就是和普通老百姓不一样了？和普通老百姓有区别的吗？,,1,
开不开口子只会让问题暴露，不会让问题消失,,1,
为什么只能看到辅警？正式的怎么没有看到，,,1,
考试多难不知道。比见义勇为难多了。,,1,
不可能的，一个萝卜一个坑,,1,
好的，以后你就是正式辅警了,,1,
心系人民群众安危是最好的考试成绩,,1,
逢进必考哦    不能坏了规矩，但奖励是必须的,,1,
部队的士兵立了功可以提干呀,,1,
考个毛线      这种人不转正  去转正那些给钱的了,,1,
编制逢进必考,,1,
一等奖就是个符号什么用也没有,,1,
一等奖？你搁这刮彩票呢,,1,
让领导先下水试试,,1,
不能特事特办吗？,,1,
这本来是为人民服务的职业，你居然居心谋事编，太歹毒的行为,,1,
符合条件的辅警可参加面向辅警的定向招录事业编考试。这个考试过了的话，是辅警事业编？还是警察事业编？,,1,
泸州确实有好些辅警通过考试进入了事业编，希望好的政策继续下去。,,1,
雷锋来了都得考试,,1,
原谅我笑出了声～,,1,
辅警想转正要比拿二等功还难,,1,
这个靠遗传,,1,
奖励应该奖励，辅警能做出这种行为是人性使然，和他是什么职业没关系。就像贪官是公务员，犯了罪该判刑判刑，把他扔到群众队伍里是不合适的。,,1,
考试，面试,,1,
应该可以加分吧,,1,
搏个前程搏个未来,,1,
开了口子，各种二代、三代就都能通过这个落编了。,,1,
如果这样就能转正，谁还会去考，这些转正的机会轮到他们吗？,,1,
很多正式民警，仗着有编制，开除不掉，上班不干活，混吃等死，这种是不是该开除，把位子让出来给这个优秀辅警？,,1,
堂堂正正上去。就算能因见义勇为让他上去，又能走多久。正经八百考上去，才是自己的。,,1,
如果这样可以转正 开了口子之后 你猜什么人会有这种机会,,1,
人家都说了可以参加定向招录考试，这都不明白?逢进必考是大原则，但是可以在大原则下灵活运用。,,1,
一上来就是丁真效应,,1,
不拘一格降人才,,1,
我只能说网友想多了,,1,
上面的领导看到后希望能改变，让那些不干活，不爱干活的民警离开，重新到社会上找工作。,,1,
如果考上了，应该优先考虑他,,1,
再多争取一点现有制度内的奖励吧～比如再给些奖金什么的～这样的人是坚实的人民后盾，要好好鼓励！,,1,
领导的亲戚都没转正 你个百姓就想转？,,1,
是不是叫个人一等功,,1,
弘扬正能量,,1,
支持转正！考试是为了什么？冒着生命危险，立下一等功，完全符合人民警察的政治要求，经过公示，应该特事特办，给予转正，正面激励，传播正能量，树立新风尚！不能因噎废食，让英雄流血再流泪！,,1,
这里面靠关系转正的,,1,
有没有编制无所谓，同工同酬比较公平毕竟干的活都一样。考试过了给个编制也说得过去,,1,
转正吧，能力可以慢慢练，有颗装着老百姓的心，不好找。能舍己的人不多。哪怕是为了至亲，舍己的人也不多，更何况是为了陌生的小女孩,,1,
我支持这样的说法，否则转正的都是关系户,,1,
挺好的 不然开这一次口子 关系户每年的见义勇为 各种奖项全出来了 以后事业编可不仅仅是你努力考试能考上的了 全是关系户了,,1,
转正是要考核的，转正是很严谨的事。,,1,
如果只做一件事就转正，那太儿戏了,,1,
这个口子不能开的 不然会有很多一等奖你们信不？,,1,
哪有那么容易转正网友真天真,,1,
哪个网友要求的转正呐，不知道要考试的吗？,,1,
只要开了这个口，每年跳河的人会增多不过大多数死不了，因为旁边已准备了一些要转正的辅警救人转正方法多的是,,1,
昨天还看到一个新闻，特种兵退役跳桥救落水女子，说明了一个问题 ，缺的不是工作经历，而是人脉,,1,
万能的考试，选出一群只会动嘴动笔的贪官,,1,
作为一个转正的加分项还是可以的,,1,
不能开这个口子,,1,
你们以为呢，能当辅警的都已经是关系户了,,1,
编制就是最大的笑话,,1,
这样是对的，记不记得眼镜蛇效应？,,1,
不考试就想转正？？如果能这样操作，那么公职队伍里将会全是关系户,,1,
人类在面对自然灾害的时候，不是所有人会牺牲自己的性命来换另一个人的生命安全，也是人性本能反应和考验！所以为什么军人优先烈士家属优待肯定是有原因的！,,1,
考试出来的就一定会是热血正能的？对社会做出突出贡献，用生命挽回人民群众财产的人员可以转正，如果那些贪官污吏想把亲属关系转正，那就让他们也做一次突出贡献吧,,1,
去报考一些岗位有优势，有奖啊,,1,
转正都是关系户坐办公的，我们路口没看看到执勤的都是辅警，当然也不是没有看到过有编制的，他们在车里坐着,,1,
怎么说呢，也好也不好吧,,1,
逢进必考，才是最公平的,,1,
与其讨论该不该转正，不如考虑同工同酬来的更实在,,1,
给实实在在的物质奖励最合适,,1,
唉，现在啥都只看考试，然后最不愿意为人民服务的都成了公务员，然后人民和公仆间的矛盾越来越大……我倒是觉得很有必要评价一波人品和其他能力,,1,
可以加分啊！,,1,
肯定不能转正，要是有这样的先例，那以后就有许多关系户自导自演进编制了。只能说嘉奖,,1,
跨越阶级的路还是很艰难的,,1,
谁说辅警就不是关系户？,,1,
支持，要不然以后救人新闻会越来越多,,1,
以后关系户全靠这个进体制,,1,
教员在的时候，更重视品德，高度意识形态+推举制，基本上就转正了,,1,
是否可以有立功加分的机会？,,1,
转正需关系,,1,
考试，加分啊,,1,
但是获得这种奖励的，如果考过了应该优先录取吧,,1,
我觉得可以转正，我觉得这些考试本质上还是要回到最初这个职业的定义上来，他做到了这个职业该做的事情甚至超出，那么就可以转正，只凭考试，考进来一堆只会背书的有什么用？更别提一堆关系户...这种人越来越少了，我只能说见一个拉一个最好,,1,
如果获奖就能转正，你们有没有想过，会多出多少你不知道的奖？并不是每个人都有机会出风头，更多的是平凡而枯燥的工作,,1,
这种真正做好事做实事的，不比你那b考试有用？,,1,
疫情时有个小护士还火速入党了捏,,1,
公安局事业编不就是公勤岗么…本来就都是关系户啊…就比公务员差个警衔费，属地方财政开支,,1,
嗯嗯，估计是没什么背景，要不然合理上岸,,1,
这但凡有点关系，立刻转正,,1,
转正需要一定的程序和手续的。,,1,
一码归一码，要合理合规合法,,1,
这是正确的，一码归一码，如果编制可以特批那就意味着特权。,,1,
加分是一定的,,1,
哪有明着来得,,1,
招考岗位可以设定一个条件，获一等功，条件够的都去报考,,1,
该人员属于外包人员！,,1,
大家平平安安健健康康,,1,
夏季汛期一定要注意安全！,,1,
8 9月，不上山，不下河就对了,,1,
请你不要随便戏水，并且看好自己下一代。远离危险源的水区。,,1,
都看一下注意防护,,1,
大家一定要平平安安,,1,
洪水来袭地位低的地方就是危险的地方,,1,
还有地下车库！！18年四川受台风影响发大水，地下车库进水，物管让我去把车开走，差点把我淹死！幸好被同样被物管骗进来的邻居救了！从此后进地下车库我一定要开窗！开窗救了我一命！,,1,
①河床、水库及渠道、涵洞；②行洪区、围垦区；③危房中、危房上、危墙下；④电线杆、高压线塔下,,1,
8 9月，不上山，不下河就对了,,1,
学到新知识了,,1,
汛期大家还是多学点常识，保护好自身安全,,1,
注意安全！,,1,
注意防护，注意安全！！！,,1,
汛期大家要注意安全?,,,
希望大家都平安,,1,
刚从西安旅游回来，祈祷老百姓们平安顺利,,1,
一定要平安！,,1,
天啊 希望大家都能平安,,1,
收好这份避险自救攻略，关键时刻能救命！,,1,
一定要注意安全呢。,,1,
希望永远不要再有这样的灾难了。,,1,
太喜欢了呀谢谢博主的分享点赞关注了,,1,
大家注意安全，保护好自己,,1,
祝福每一个受灾的人，一切都会好起来的！,,1,
学到了，学到了,,1,
注意安全啊,,1,
暴雨洪水来袭，我们如何应对?,,1,
感谢老师分享，注意安全,,1,
知识储备又增加啦,,1,
转发起来，让更多人了解,,1,
注意啦！安全很重要！,,1,
这种新闻就要把店名，位置发出来不要做好事不留名，而是要大力宣扬！,,1,
多好的人民啊,,1,
咱们中国人就是这么团结,,1,
为饭店老板点赞！,,1,
救援人员辛苦了,,1,
涿州有位叫张翼德的人，他充分体现了这块土地上的人民所具有的优良品质。,,1,
这家店我经常去，他们家炒的菜特别好吃；而且便宜！不贵！ 特别是他们家宫保鸡丁！才22块钱，嫩肉上最外面的肉有点焦脆，但不苦；调口酸咸甜都有，还有点花椒香，特别好吃。,,1,
查了下这家饭馆好像叫“私家小厨”！老板是善良的人，为社会做出贡献。灾后我一定要去这家去喝酒消费！祝老板发财！,,1,
感动 谢谢老板 好人一生平安,,1,
我一直相信这方土地的老百姓还是心存善念的,,1,
辛苦了 希望后面可以好好休息,,1,
您好，恭喜您的视频荣登视频飙升榜，社会领域第2名，榜单可在【发现页-视频-视频飙升榜】中展示您的上榜信息，榜单小时级更新请尽快查看哦~快来查看分享你的上榜视频吧~榜单戳》网页链接,,,
心中有爱，眼里有光！好人有好报,,1,
水灾无情人有情！,,1,
先转为敬，火速围观~,,1,
人间烟火气最抚凡人心。,,1,
计划不足靠人民的劳动,,1,
以后一定去这家店支持！涿州还没有去过呢！一定要挺住！,,1,
最伟大的浪漫,,1,
把饭店名字打出来，未来支持,,1,
涿州私家小厨,,1,
中国人在遇到这种大灾时总能表现出惊人的团结力。这就是中华民族的特质。,,1,
天灾无情人有情，祝家乡早日度过难关,,1,
救援人员辛苦了！老板辛苦了！,,1,
人民互帮互助,,1,
老板生意兴隆,,1,
温暖的温暖的烛光晚餐,,1,
同心协力，共渡难关,,1,
患难见真情,,1,
太感动了希望早日度过难关，大家平平安安的,,1,
愿你们都平安渡过难关,,1,
私家小厨，为你点赞。,,1,
给饭店老板点赞 中国人要帮中国人,,1,
灾难无情人有情。大家都要平平安安，共渡时艰!,,1,
这就是中国人独有的团结一致，热心有爱！好人一生平安，希望所有人都平平安安！,,1,
感谢救援人员和热心的餐厅老板,,1,
人民为人民！,,1,
救援人员的性别比请公布一下,,1,
辛苦了，一生平安！！！,,1,
为救援人员和饭店老板大厨点赞#涿州一饭店借烛光为200名救援人员做饭#,,1,
每次看到都被狠狠感动到,,1,
谢谢你们，辛苦了。,,1,
呜呜呜都平安,,1,
给救援人员点赞！,,1,
好人一生平安,,1,
人民是最伟大的！,,1,
好感动希望早日度过难关，所有人平平安安的,,1,
关键时候没有明星，没有网红，只有踏踏实实的人民英雄，感谢你们,,1,
救援人员辛苦了，饭店老板发大财,,1,
灾祸无情人有情,,1,
给救灾人员做饭，给他们补充能量，太好了！,,1,
感谢善良老板，祝老板发大财,,1,
好人一生平安 感动,,1,
好人一生平安！老板我祝你发大财！,,1,
好温暖  好心的老板 一生平安,,1,
暖人的烛光，祈愿平安的烛光。雨停了，水还在，万事小心。,,1,
好人一生平安,,1,
感谢各地同胞驰援家乡,,1,
亲们，帮忙转发，转出去转出去！！！,,1,
所有一线的工作人员辛苦了，为老板点赞！,,1,
希望大家都平安,,1,
好人一生平安,,1,
这样的饭店得大力支持，请说出饭店的名字,,1,
为饭店老板点赞！,,1,
都是家人！都要平安,,1,
请把饭店名字发出来，让他火,,1,
加油！辛苦了！,,1,
哪家 等我回去必须去吃,,1,
人民英雄为人民，人民爱人民英雄,,1,
天下国人一家亲哪,,1,
热饭菜是最好的安慰,,1,
多温暖啊，希望大家都平安,,1,
救援人员辛苦了,,1,
涿州私家小厨，私家小厨红事汇。 老板不错，餐厅环境不错，餐品质量也不错,,1,
私家小厨 红事会 广场东侧,,1,
以后不要说涿州一饭店，可以说涿州XXX饭店，把名字打出来也是可以的,,1,
私家小厨，升学宴就是在这家饭店，菜超好吃！老板也这么好！,,1,
饭店叫私家小厨，老板人特别好，饭菜口味也很好,,1,
感谢来自各个地方支援的救援人员也感谢私家小厨的老板，咱们在困难面前，携手同行共渡难关,,1,
山东躲雨都要收费的看看吧。200多人，一人25，发财了吧。,,1,
涿州欢迎大家,,1,
感动！好人一生平安,,1,
团结才能战胜一切,,1,
